Source,Target,Type,Id,Label,Weight,duration,start_date,bike_nr,end_date,subscription_type,zip_code,birth_date,gender
7,7,Directed,594162,NA,416,24,2012-08-21T19:08:00Z,B00567,2012-08-21T19:08:00Z,Registered,NA,1958,Female
7,8,Directed,593460,NA,4,2012,2012-08-21T21:38:00Z,B00491,2012-08-21T22:11:00Z,Registered,NA,1984,Male
7,9,Directed,714029,NA,6,2513,2012-07-03T01:32:00Z,B00003,2012-07-03T02:14:00Z,Registered,NA,1991,Male
7,10,Directed,687792,NA,4,1352,2012-07-13T22:12:00Z,B00361,2012-07-13T22:35:00Z,Registered,NA,1979,Male
7,11,Directed,598743,NA,1,1518,2012-08-20T00:44:00Z,T01369,2012-08-20T01:09:00Z,Registered,NA,NA,Male
7,15,Directed,689889,NA,9,4000,2012-07-13T00:32:00Z,B00596,2012-07-13T01:38:00Z,Casual,NA,NA,NA
7,25,Directed,600815,NA,9,1391,2012-08-19T15:17:00Z,T01255,2012-08-19T15:40:00Z,Registered,NA,1969,Female
7,22,Directed,593137,NA,371,759,2012-08-21T22:42:00Z,B00029,2012-08-21T22:54:00Z,Registered,NA,1964,Female
7,29,Directed,595649,NA,6,2146,2012-08-21T03:55:00Z,T01104,2012-08-21T04:31:00Z,Registered,NA,1991,Male
7,41,Directed,615943,NA,14,2116,2012-08-13T21:18:00Z,T01257,2012-08-13T21:54:00Z,Registered,NA,1983,Male
7,66,Directed,1065256,NA,2,1698,2012-09-04T22:07:00Z,T01436,2012-09-04T22:36:00Z,Registered,NA,1984,Male
7,52,Directed,593312,NA,30,1021,2012-08-21T22:04:00Z,B00492,2012-08-21T22:22:00Z,Registered,NA,1988,Male
7,12,Directed,847207,NA,2,1229,2012-04-18T19:36:00Z,B00399,2012-04-18T19:56:00Z,Casual,NA,NA,NA
7,20,Directed,595717,NA,389,345,2012-08-21T02:04:00Z,B00609,2012-08-21T02:10:00Z,Registered,NA,1977,Male
7,46,Directed,631416,NA,15,958,2012-08-07T21:52:00Z,B00379,2012-08-07T22:08:00Z,Registered,NA,1990,Male
7,24,Directed,600832,NA,38,1612,2012-08-19T15:13:00Z,B00577,2012-08-19T15:40:00Z,Casual,NA,NA,NA
7,23,Directed,594476,NA,84,1196,2012-08-21T17:04:00Z,T01169,2012-08-21T17:24:00Z,Casual,NA,NA,NA
7,34,Directed,999690,NA,1,1647,2012-09-26T20:51:00Z,T01234,2012-09-26T21:19:00Z,Registered,NA,1983,Male
7,33,Directed,607631,NA,28,2581,2012-08-16T20:29:00Z,B00079,2012-08-16T21:12:00Z,Casual,NA,NA,NA
7,45,Directed,709881,NA,14,2410,2012-07-04T20:21:00Z,B00038,2012-07-04T21:02:00Z,Casual,NA,NA,NA
7,5,Directed,936720,NA,2,2924,2011-10-09T22:14:00Z,B00490,2011-10-09T23:03:00Z,Registered,NA,1991,Female
7,30,Directed,903671,NA,2,1999,2011-11-08T23:45:00Z,B00428,2011-11-09T00:18:00Z,Casual,NA,NA,NA
7,31,Directed,621824,NA,90,1391,2012-08-11T17:40:00Z,B00011,2012-08-11T18:03:00Z,Registered,NA,1957,Female
7,32,Directed,598590,NA,6,1363,2012-08-20T03:11:00Z,B00231,2012-08-20T03:34:00Z,Registered,NA,1990,Male
7,53,Directed,592468,NA,19,1346,2012-08-22T03:08:00Z,T01389,2012-08-22T03:30:00Z,Casual,NA,NA,NA
7,55,Directed,658446,NA,10,1728,2012-07-26T23:45:00Z,B00429,2012-07-27T00:14:00Z,Casual,NA,NA,NA
7,62,Directed,813027,NA,1,3154,2012-05-12T17:54:00Z,B00516,2012-05-12T18:46:00Z,Casual,NA,NA,NA
7,4,Directed,628211,NA,31,943,2012-08-08T22:38:00Z,B00615,2012-08-08T22:54:00Z,Registered,NA,1983,Male
7,27,Directed,823416,NA,6,1406,2012-05-05T04:50:00Z,B00164,2012-05-05T05:13:00Z,Registered,NA,1985,Female
7,13,Directed,625065,NA,9,1294,2012-08-10T00:14:00Z,T01147,2012-08-10T00:36:00Z,Casual,NA,NA,NA
7,16,Directed,634112,NA,43,1100,2012-08-06T22:52:00Z,B00070,2012-08-06T23:10:00Z,Registered,NA,1975,Male
7,57,Directed,639258,NA,15,1468,2012-08-04T21:11:00Z,B00249,2012-08-04T21:36:00Z,Registered,NA,1987,Female
7,39,Directed,599719,NA,10,1984,2012-08-19T19:43:00Z,T01306,2012-08-19T20:16:00Z,Casual,NA,NA,NA
7,21,Directed,621764,NA,26,5823,2012-08-11T18:01:00Z,T01400,2012-08-11T19:38:00Z,Casual,NA,NA,NA
7,61,Directed,593350,NA,17,994,2012-08-21T21:57:00Z,B00191,2012-08-21T22:14:00Z,Registered,NA,1990,Male
7,63,Directed,594263,NA,71,614,2012-08-21T18:26:00Z,T01214,2012-08-21T18:36:00Z,Registered,NA,1976,Female
7,64,Directed,596577,NA,104,167,2012-08-20T21:36:00Z,B00480,2012-08-20T21:39:00Z,Registered,NA,1984,Male
7,6,Directed,603237,NA,56,872,2012-08-18T03:08:00Z,B00174,2012-08-18T03:22:00Z,Casual,NA,NA,NA
7,37,Directed,1089430,NA,1,1653,2012-08-27T02:41:00Z,B00467,2012-08-27T03:09:00Z,Casual,NA,NA,NA
7,26,Directed,613121,NA,26,1014,2012-08-14T20:20:00Z,B00271,2012-08-14T20:37:00Z,Registered,NA,1978,Male
7,38,Directed,593816,NA,502,740,2012-08-21T20:45:00Z,T01291,2012-08-21T20:57:00Z,Registered,NA,1952,Male
7,35,Directed,597495,NA,105,364,2012-08-20T16:59:00Z,B00565,2012-08-20T17:05:00Z,Registered,NA,1990,Male
7,36,Directed,596549,NA,58,1120,2012-08-20T21:41:00Z,B00005,2012-08-20T22:00:00Z,Registered,NA,1974,Male
7,40,Directed,593723,NA,226,449,2012-08-21T21:01:00Z,T01322,2012-08-21T21:09:00Z,Registered,NA,1988,Female
7,42,Directed,598622,NA,72,1204,2012-08-20T02:39:00Z,B00148,2012-08-20T02:59:00Z,Casual,NA,NA,NA
7,43,Directed,598130,NA,287,695,2012-08-20T12:31:00Z,T01190,2012-08-20T12:42:00Z,Registered,NA,1958,Female
7,44,Directed,604625,NA,104,782,2012-08-17T19:08:00Z,T01067,2012-08-17T19:21:00Z,Casual,NA,NA,NA
7,47,Directed,596421,NA,228,555,2012-08-20T22:03:00Z,B00552,2012-08-20T22:12:00Z,Registered,NA,1988,Female
7,49,Directed,604717,NA,58,1527,2012-08-17T18:41:00Z,B00186,2012-08-17T19:07:00Z,Casual,NA,NA,NA
7,48,Directed,611052,NA,90,330,2012-08-15T16:41:00Z,T01234,2012-08-15T16:47:00Z,Registered,NA,1974,Male
7,50,Directed,592805,NA,44,828,2012-08-22T00:05:00Z,B00580,2012-08-22T00:19:00Z,Registered,NA,1955,Male
7,54,Directed,593399,NA,89,583,2012-08-21T21:49:00Z,B00089,2012-08-21T21:59:00Z,Registered,NA,1983,Male
7,59,Directed,604889,NA,40,1055,2012-08-17T17:42:00Z,B00114,2012-08-17T17:59:00Z,Registered,NA,1969,Male
7,60,Directed,593509,NA,59,767,2012-08-21T21:31:00Z,B00601,2012-08-21T21:44:00Z,Registered,NA,1972,Male
7,58,Directed,628292,NA,21,1010,2012-08-08T22:17:00Z,B00315,2012-08-08T22:34:00Z,Registered,NA,1983,Male
7,65,Directed,684555,NA,20,1810,2012-07-15T16:39:00Z,B00324,2012-07-15T17:09:00Z,Casual,NA,NA,NA
7,81,Directed,602113,NA,16,1445,2012-08-18T20:33:00Z,T01331,2012-08-18T20:57:00Z,Registered,NA,1956,Male
7,69,Directed,629216,NA,1,2328,2012-08-08T18:03:00Z,B00614,2012-08-08T18:42:00Z,Casual,NA,NA,NA
7,90,Directed,1047326,NA,1,962,2012-09-11T18:18:00Z,T01399,2012-09-11T18:34:00Z,Registered,NA,1983,Male
7,72,Directed,596451,NA,2,948,2012-08-20T21:58:00Z,B00439,2012-08-20T22:14:00Z,Registered,NA,1983,Male
7,80,Directed,612668,NA,4,1490,2012-08-14T21:43:00Z,B00075,2012-08-14T22:07:00Z,Registered,NA,1978,Male
7,67,Directed,625767,NA,4,3100,2012-08-09T21:23:00Z,B00631,2012-08-09T22:15:00Z,Casual,NA,NA,NA
7,75,Directed,604035,NA,5,2733,2012-08-17T21:29:00Z,B00115,2012-08-17T22:15:00Z,Casual,NA,NA,NA
7,68,Directed,596360,NA,11,1442,2012-08-20T22:15:00Z,T01270,2012-08-20T22:39:00Z,Registered,NA,1983,Male
7,76,Directed,593398,NA,3,1784,2012-08-21T21:49:00Z,T01433,2012-08-21T22:19:00Z,Registered,NA,1983,Male
7,87,Directed,1055196,NA,1,3167,2012-09-08T19:10:00Z,T01184,2012-09-08T20:03:00Z,Casual,NA,NA,NA
7,70,Directed,640966,NA,1,2068,2012-08-04T01:42:00Z,B00315,2012-08-04T02:17:00Z,Casual,NA,NA,NA
7,74,Directed,649386,NA,5,3633,2012-07-31T15:18:00Z,B00226,2012-07-31T16:18:00Z,Casual,NA,NA,NA
7,84,Directed,613117,NA,3,1370,2012-08-14T20:22:00Z,T01334,2012-08-14T20:44:00Z,Casual,NA,NA,NA
8,7,Directed,649585,NA,4,1792,2012-07-31T13:08:00Z,B00037,2012-07-31T13:38:00Z,Registered,NA,1972,Male
8,8,Directed,553165,NA,490,382,2011-09-01T01:27:00Z,B00331,2011-09-01T01:34:00Z,Casual,NA,NA,NA
8,9,Directed,565080,NA,154,364,2011-08-22T13:12:00Z,B00309,2011-08-22T13:18:00Z,Registered,02445,1980,Male
8,10,Directed,554122,NA,220,609,2011-08-31T13:53:00Z,B00329,2011-08-31T14:03:00Z,Registered,02215,1989,Male
8,11,Directed,562413,NA,93,897,2011-08-24T02:13:00Z,B00206,2011-08-24T02:28:00Z,Registered,02127,1986,Male
8,15,Directed,559948,NA,113,639,2011-08-25T21:27:00Z,B00414,2011-08-25T21:38:00Z,Registered,02138,1979,Female
8,17,Directed,557461,NA,68,441,2011-08-28T23:59:00Z,B00438,2011-08-29T00:06:00Z,Registered,02134,1983,Male
8,18,Directed,554603,NA,78,357,2011-08-31T01:18:00Z,B00399,2011-08-31T01:24:00Z,Registered,02134,1983,Female
8,19,Directed,602618,NA,16,1299,2012-08-18T17:21:00Z,B00277,2012-08-18T17:43:00Z,Casual,NA,NA,NA
8,25,Directed,561255,NA,12,1441,2011-08-24T21:57:00Z,B00531,2011-08-24T22:21:00Z,Registered,02151,1987,Male
8,22,Directed,557963,NA,31,1360,2011-08-27T13:30:00Z,B00571,2011-08-27T13:53:00Z,Registered,02134,1987,Male
8,29,Directed,629329,NA,40,1302,2012-08-08T17:16:00Z,B00532,2012-08-08T17:38:00Z,Casual,NA,NA,NA
8,41,Directed,555278,NA,197,316,2011-08-30T19:18:00Z,B00223,2011-08-30T19:23:00Z,Registered,02134,1973,Male
8,66,Directed,597667,NA,10,350,2012-08-20T15:46:00Z,T01057,2012-08-20T15:51:00Z,Registered,NA,1988,Male
8,52,Directed,559360,NA,69,873,2011-08-26T14:08:00Z,B00011,2011-08-26T14:23:00Z,Registered,02134,1987,Male
8,12,Directed,772436,NA,10,4750,2012-06-01T23:18:00Z,B00434,2012-06-02T00:37:00Z,Registered,NA,1974,Female
8,14,Directed,564251,NA,84,3275,2011-08-22T22:46:00Z,B00557,2011-08-22T23:40:00Z,Casual,NA,NA,NA
8,20,Directed,632981,NA,10,1579,2012-08-07T12:51:00Z,B00455,2012-08-07T13:18:00Z,Registered,NA,1988,Male
8,46,Directed,568427,NA,35,1507,2011-08-20T02:47:00Z,B00167,2011-08-20T03:12:00Z,Registered,02118,1983,Male
8,3,Directed,577507,NA,17,1494,2011-08-12T16:09:00Z,B00538,2011-08-12T16:34:00Z,Registered,02135,1966,Female
8,24,Directed,554156,NA,27,1494,2011-08-31T13:28:00Z,B00449,2011-08-31T13:52:00Z,Registered,02135,1978,Male
8,23,Directed,553938,NA,43,4719,2011-08-31T17:10:00Z,B00316,2011-08-31T18:29:00Z,Casual,NA,NA,NA
8,34,Directed,605894,NA,26,912,2012-08-17T11:50:00Z,B00289,2012-08-17T12:05:00Z,Registered,NA,1982,Male
8,33,Directed,553292,NA,314,1573,2011-08-31T23:18:00Z,B00513,2011-08-31T23:44:00Z,Casual,NA,NA,NA
8,45,Directed,568913,NA,28,1102,2011-08-19T18:55:00Z,B00283,2011-08-19T19:13:00Z,Registered,02134,1987,Male
8,5,Directed,568021,NA,57,1290,2011-08-20T15:51:00Z,B00483,2011-08-20T16:13:00Z,Casual,NA,NA,NA
8,30,Directed,565838,NA,48,1227,2011-08-21T20:19:00Z,B00289,2011-08-21T20:39:00Z,Registered,02478,1983,Male
8,31,Directed,557546,NA,5,2487,2011-08-27T20:38:00Z,B00513,2011-08-27T21:19:00Z,Casual,NA,NA,NA
8,32,Directed,561327,NA,87,1223,2011-08-24T21:25:00Z,B00208,2011-08-24T21:46:00Z,Casual,NA,NA,NA
8,53,Directed,558007,NA,34,1464,2011-08-27T09:23:00Z,B00420,2011-08-27T09:48:00Z,Casual,NA,NA,NA
8,56,Directed,554303,NA,23,614,2011-08-31T12:09:00Z,B00320,2011-08-31T12:19:00Z,Registered,02134,1983,Male
8,55,Directed,556796,NA,117,3355,2011-08-29T18:59:00Z,B00189,2011-08-29T19:54:00Z,Casual,NA,NA,NA
8,62,Directed,614320,NA,20,1106,2012-08-14T12:35:00Z,B00245,2012-08-14T12:54:00Z,Registered,NA,1983,Female
8,4,Directed,726107,NA,5,1833,2012-06-27T15:27:00Z,B00101,2012-06-27T15:58:00Z,Registered,NA,1983,Male
8,27,Directed,568317,NA,16,1393,2011-08-20T05:56:00Z,B00278,2011-08-20T06:19:00Z,Casual,NA,NA,NA
8,13,Directed,562209,NA,6,1275,2011-08-24T12:09:00Z,B00514,2011-08-24T12:30:00Z,Registered,02445,1980,Male
8,16,Directed,564947,NA,12,1410,2011-08-22T16:09:00Z,B00227,2011-08-22T16:33:00Z,Casual,NA,NA,NA
8,57,Directed,556186,NA,19,1229,2011-08-29T23:25:00Z,B00141,2011-08-29T23:45:00Z,Registered,02118,1989,Male
8,51,Directed,1085849,NA,1,1654,2012-08-28T18:13:00Z,B00281,2012-08-28T18:41:00Z,Registered,NA,1986,Male
8,39,Directed,560616,NA,11,1520,2011-08-25T12:30:00Z,B00367,2011-08-25T12:56:00Z,Registered,02134,1982,Male
8,21,Directed,584805,NA,23,1358,2011-08-05T23:46:00Z,B00323,2011-08-06T00:09:00Z,Registered,02118,1989,Male
8,61,Directed,666290,NA,28,1196,2012-07-23T19:08:00Z,B00189,2012-07-23T19:28:00Z,Registered,NA,1988,Male
8,63,Directed,706038,NA,5,1545,2012-07-06T12:31:00Z,B00255,2012-07-06T12:57:00Z,Registered,NA,1990,Male
8,64,Directed,609071,NA,17,1545,2012-08-16T11:40:00Z,B00116,2012-08-16T12:06:00Z,Registered,NA,1989,Male
8,6,Directed,566008,NA,20,4724,2011-08-21T18:50:00Z,B00088,2011-08-21T20:09:00Z,Casual,NA,NA,NA
8,37,Directed,562117,NA,173,253,2011-08-24T12:45:00Z,B00221,2011-08-24T12:49:00Z,Registered,02127,1970,Male
8,26,Directed,609769,NA,2,2356,2012-08-15T22:57:00Z,B00623,2012-08-15T23:36:00Z,Registered,NA,1945,Male
8,38,Directed,561705,NA,29,1622,2011-08-24T18:13:00Z,B00495,2011-08-24T18:40:00Z,Registered,02134,1987,Male
8,35,Directed,555697,NA,14,1420,2011-08-30T13:05:00Z,B00371,2011-08-30T13:28:00Z,Registered,02134,1987,Male
8,36,Directed,553960,NA,102,1251,2011-08-31T16:44:00Z,B00494,2011-08-31T17:05:00Z,Registered,02134,1954,Male
8,40,Directed,625572,NA,3,2387,2012-08-09T21:58:00Z,T01006,2012-08-09T22:38:00Z,Registered,NA,1973,Male
8,42,Directed,554594,NA,93,1215,2011-08-31T01:28:00Z,B00352,2011-08-31T01:49:00Z,Registered,02116,1983,Male
8,43,Directed,565074,NA,6,1841,2011-08-22T13:14:00Z,B00208,2011-08-22T13:45:00Z,Registered,02135,1978,Male
8,44,Directed,588051,NA,8,2909,2011-08-03T13:59:00Z,B00165,2011-08-03T14:48:00Z,Casual,NA,NA,NA
8,47,Directed,569718,NA,6,1307,2011-08-19T00:12:00Z,B00348,2011-08-19T00:33:00Z,Casual,NA,NA,NA
8,49,Directed,555568,NA,74,1226,2011-08-30T15:22:00Z,B00399,2011-08-30T15:42:00Z,Registered,02134,1954,Male
8,48,Directed,608832,NA,31,1636,2012-08-16T12:34:00Z,B00337,2012-08-16T13:01:00Z,Casual,NA,NA,NA
8,50,Directed,559525,NA,31,1362,2011-08-26T12:11:00Z,B00135,2011-08-26T12:33:00Z,Casual,NA,NA,NA
8,54,Directed,646806,NA,34,4457,2012-08-01T18:33:00Z,B00570,2012-08-01T19:47:00Z,Casual,NA,NA,NA
8,59,Directed,684700,NA,6,1342,2012-07-15T15:37:00Z,B00217,2012-07-15T15:59:00Z,Registered,NA,1984,Male
8,60,Directed,606134,NA,43,1578,2012-08-17T05:35:00Z,B00345,2012-08-17T06:02:00Z,Casual,NA,NA,NA
8,58,Directed,615328,NA,32,1517,2012-08-13T23:15:00Z,T01420,2012-08-13T23:41:00Z,Casual,NA,NA,NA
8,65,Directed,601315,NA,1,1930,2012-08-19T03:29:00Z,B00388,2012-08-19T04:01:00Z,Registered,NA,1980,Male
8,69,Directed,602124,NA,19,1552,2012-08-18T20:28:00Z,T01160,2012-08-18T20:54:00Z,Registered,NA,1979,Male
8,82,Directed,621236,NA,4,1033,2012-08-11T20:35:00Z,B00277,2012-08-11T20:52:00Z,Casual,NA,NA,NA
8,86,Directed,595832,NA,12,755,2012-08-21T00:44:00Z,T01169,2012-08-21T00:57:00Z,Casual,NA,NA,NA
8,90,Directed,993624,NA,5,1658,2012-09-29T16:19:00Z,B00544,2012-09-29T16:46:00Z,Registered,NA,1990,Male
8,72,Directed,1000806,NA,5,1853,2012-09-26T13:17:00Z,T01281,2012-09-26T13:48:00Z,Registered,NA,1987,Male
8,80,Directed,997828,NA,3,1235,2012-09-27T12:48:00Z,T01439,2012-09-27T13:08:00Z,Registered,NA,1987,Male
8,67,Directed,613688,NA,5,1857,2012-08-14T16:44:00Z,B00583,2012-08-14T17:15:00Z,Casual,NA,NA,NA
8,95,Directed,1013429,NA,1,1219,2012-09-22T04:54:00Z,B00473,2012-09-22T05:15:00Z,Registered,NA,1990,Male
8,75,Directed,592471,NA,12,873,2012-08-22T03:01:00Z,B00101,2012-08-22T03:16:00Z,Registered,NA,1977,Male
8,68,Directed,1012236,NA,7,864,2012-09-22T18:40:00Z,T01183,2012-09-22T18:54:00Z,Registered,NA,1982,Male
8,76,Directed,640958,NA,8,627,2012-08-04T01:48:00Z,B00400,2012-08-04T01:58:00Z,Casual,NA,NA,NA
8,87,Directed,992880,NA,2,1263,2012-09-29T21:16:00Z,B00209,2012-09-29T21:37:00Z,Registered,NA,1982,Male
8,97,Directed,1020535,NA,4,1305,2012-09-19T22:34:00Z,T01439,2012-09-19T22:56:00Z,Registered,NA,1983,Female
8,70,Directed,608121,NA,25,886,2012-08-16T17:18:00Z,B00557,2012-08-16T17:33:00Z,Registered,NA,1985,Male
8,73,Directed,600131,NA,9,1530,2012-08-19T18:13:00Z,B00160,2012-08-19T18:39:00Z,Casual,NA,NA,NA
8,74,Directed,593760,NA,33,769,2012-08-21T20:55:00Z,T01315,2012-08-21T21:08:00Z,Registered,NA,1985,Male
8,89,Directed,1037369,NA,2,1380,2012-09-14T15:23:00Z,T01431,2012-09-14T15:46:00Z,Casual,NA,NA,NA
8,78,Directed,597898,NA,5,1282,2012-08-20T13:41:00Z,T01298,2012-08-20T14:02:00Z,Registered,NA,1978,Female
8,79,Directed,601290,NA,3,1011,2012-08-19T04:15:00Z,B00330,2012-08-19T04:32:00Z,Registered,NA,1985,Male
8,71,Directed,603089,NA,1,3368,2012-08-18T06:24:00Z,T01200,2012-08-18T07:20:00Z,Casual,NA,NA,NA
9,7,Directed,937790,NA,3,6572,2011-10-09T16:31:00Z,B00013,2011-10-09T18:21:00Z,Casual,NA,NA,NA
9,8,Directed,554550,NA,192,503,2011-08-31T02:17:00Z,B00449,2011-08-31T02:25:00Z,Registered,02135,1961,Male
9,9,Directed,553997,NA,556,1807,2011-08-31T16:14:00Z,B00154,2011-08-31T16:44:00Z,Registered,02476,1967,Female
9,10,Directed,554232,NA,1053,284,2011-08-31T12:39:00Z,B00177,2011-08-31T12:44:00Z,Casual,NA,NA,NA
9,11,Directed,555591,NA,88,982,2011-08-30T15:00:00Z,B00555,2011-08-30T15:17:00Z,Registered,02134,1978,Male
9,15,Directed,564389,NA,88,1364,2011-08-22T21:55:00Z,B00366,2011-08-22T22:18:00Z,Registered,02143,1972,Male
9,17,Directed,559917,NA,52,1264,2011-08-25T21:45:00Z,B00361,2011-08-25T22:06:00Z,Registered,02446,1985,Male
9,18,Directed,563426,NA,84,1202,2011-08-23T16:13:00Z,B00168,2011-08-23T16:33:00Z,Casual,NA,NA,NA
9,19,Directed,599455,NA,73,260,2012-08-19T20:45:00Z,B00027,2012-08-19T20:49:00Z,Registered,NA,1989,Female
9,25,Directed,574240,NA,55,878,2011-08-14T18:05:00Z,B00098,2011-08-14T18:20:00Z,Registered,02118,1979,Female
9,22,Directed,554020,NA,67,1351,2011-08-31T15:57:00Z,B00492,2011-08-31T16:19:00Z,Registered,02111,1953,Male
9,29,Directed,668577,NA,16,1478,2012-07-22T18:16:00Z,B00360,2012-07-22T18:40:00Z,Casual,NA,NA,NA
9,41,Directed,554042,NA,617,282692,2011-08-31T15:37:00Z,B00038,2011-09-03T22:09:00Z,Casual,NA,NA,NA
9,66,Directed,595709,NA,60,434,2012-08-21T02:10:00Z,B00520,2012-08-21T02:18:00Z,Registered,NA,1983,Male
9,52,Directed,556237,NA,230,703,2011-08-29T23:00:00Z,B00301,2011-08-29T23:11:00Z,Casual,NA,NA,NA
9,12,Directed,573169,NA,35,5013,2011-08-16T17:42:00Z,B00004,2011-08-16T19:07:00Z,Casual,NA,NA,NA
9,14,Directed,555459,NA,65,3315,2011-08-30T17:00:00Z,B00179,2011-08-30T17:55:00Z,Casual,NA,NA,NA
9,20,Directed,564062,NA,26,2085,2011-08-23T00:32:00Z,B00544,2011-08-23T01:07:00Z,Registered,02109,1983,Male
9,46,Directed,555319,NA,109,5385,2011-08-30T18:43:00Z,B00115,2011-08-30T20:12:00Z,Casual,NA,NA,NA
9,3,Directed,557763,NA,38,2572,2011-08-27T16:19:00Z,B00582,2011-08-27T17:02:00Z,Casual,NA,NA,NA
9,24,Directed,577270,NA,17,1530,2011-08-12T18:27:00Z,B00119,2011-08-12T18:53:00Z,Casual,NA,NA,NA
9,23,Directed,559251,NA,53,2298,2011-08-26T15:54:00Z,B00274,2011-08-26T16:32:00Z,Casual,NA,NA,NA
9,34,Directed,559064,NA,51,614,2011-08-26T17:43:00Z,B00397,2011-08-26T17:53:00Z,Casual,NA,NA,NA
9,33,Directed,553847,NA,964,386,2011-08-31T18:38:00Z,B00131,2011-08-31T18:45:00Z,Registered,02215,1991,Female
9,45,Directed,567152,NA,77,1208,2011-08-20T22:33:00Z,B00270,2011-08-20T22:53:00Z,Registered,02215,1982,Male
9,5,Directed,578397,NA,57,1876,2011-08-11T21:33:00Z,B00581,2011-08-11T22:05:00Z,Casual,NA,NA,NA
9,30,Directed,624531,NA,67,650,2012-08-10T11:31:00Z,B00053,2012-08-10T11:42:00Z,Registered,NA,1960,Male
9,31,Directed,662992,NA,9,3315,2012-07-25T03:05:00Z,B00517,2012-07-25T04:00:00Z,Registered,NA,1991,Female
9,32,Directed,555834,NA,367,814,2011-08-30T12:03:00Z,B00070,2011-08-30T12:16:00Z,Registered,02215,1980,Male
9,53,Directed,558947,NA,218,590,2011-08-26T19:01:00Z,B00012,2011-08-26T19:10:00Z,Registered,02115,1982,Male
9,56,Directed,554685,NA,223,357,2011-08-31T00:06:00Z,B00295,2011-08-31T00:12:00Z,Registered,02215,1984,Male
9,55,Directed,554801,NA,156,799,2011-08-30T22:48:00Z,B00410,2011-08-30T23:02:00Z,Registered,02115,1982,Male
9,62,Directed,598616,NA,58,568,2012-08-20T02:51:00Z,T01067,2012-08-20T03:00:00Z,Registered,NA,1982,Male
9,4,Directed,648783,NA,23,1131,2012-07-31T20:01:00Z,B00559,2012-07-31T20:20:00Z,Registered,NA,1970,Male
9,27,Directed,562839,NA,42,863,2011-08-23T21:42:00Z,B00072,2011-08-23T21:56:00Z,Casual,NA,NA,NA
9,13,Directed,555931,NA,58,857,2011-08-30T10:51:00Z,B00388,2011-08-30T11:05:00Z,Registered,02215,1989,Male
9,16,Directed,562672,NA,43,793,2011-08-23T22:55:00Z,B00384,2011-08-23T23:09:00Z,Registered,01604,1977,Male
9,57,Directed,562395,NA,34,1223,2011-08-24T02:43:00Z,B00051,2011-08-24T03:03:00Z,Casual,NA,NA,NA
9,51,Directed,619887,NA,6,1033,2012-08-12T14:39:00Z,B00616,2012-08-12T14:57:00Z,Registered,NA,1984,Male
9,39,Directed,573774,NA,57,1379,2011-08-14T23:44:00Z,B00242,2011-08-15T00:07:00Z,Casual,NA,NA,NA
9,21,Directed,565923,NA,27,741,2011-08-21T19:34:00Z,B00376,2011-08-21T19:47:00Z,Registered,02116,1976,Male
9,61,Directed,600813,NA,86,634,2012-08-19T15:18:00Z,B00049,2012-08-19T15:28:00Z,Registered,NA,1986,Male
9,63,Directed,665132,NA,9,2436,2012-07-24T03:12:00Z,B00019,2012-07-24T03:52:00Z,Registered,NA,1991,Female
9,64,Directed,598203,NA,14,1260,2012-08-20T12:19:00Z,T01102,2012-08-20T12:40:00Z,Registered,NA,1967,Male
9,85,Directed,1006922,NA,2,1558,2012-09-24T14:30:00Z,B00576,2012-09-24T14:56:00Z,Registered,NA,1990,Male
9,6,Directed,554155,NA,96,1296,2011-08-31T13:28:00Z,B00376,2011-08-31T13:50:00Z,Registered,02446,1954,Male
9,37,Directed,595877,NA,93,671,2012-08-21T00:22:00Z,B00539,2012-08-21T00:33:00Z,Registered,NA,1991,Male
9,26,Directed,593501,NA,37,1247,2012-08-21T21:32:00Z,T01176,2012-08-21T21:53:00Z,Registered,NA,1979,Male
9,38,Directed,564639,NA,132,2844,2011-08-22T20:23:00Z,B00010,2011-08-22T21:10:00Z,Casual,NA,NA,NA
9,35,Directed,555046,NA,28,1785,2011-08-30T21:14:00Z,B00362,2011-08-30T21:44:00Z,Registered,02128,1981,Female
9,36,Directed,553935,NA,219,925,2011-08-31T17:11:00Z,B00019,2011-08-31T17:26:00Z,Registered,02467,1960,Male
9,40,Directed,583409,NA,13,2554,2011-08-06T21:47:00Z,B00455,2011-08-06T22:29:00Z,Casual,NA,NA,NA
9,42,Directed,553122,NA,172,1285,2011-09-01T02:35:00Z,B00552,2011-09-01T02:56:00Z,Registered,02116,1991,Male
9,43,Directed,567769,NA,7,2894,2011-08-20T18:11:00Z,B00553,2011-08-20T18:59:00Z,Casual,NA,NA,NA
9,44,Directed,555168,NA,36,9416,2011-08-30T20:31:00Z,B00365,2011-08-30T23:08:00Z,Casual,NA,NA,NA
9,47,Directed,559181,NA,24,3718,2011-08-26T16:34:00Z,B00029,2011-08-26T17:36:00Z,Casual,NA,NA,NA
9,49,Directed,619986,NA,34,960,2012-08-12T13:42:00Z,B00312,2012-08-12T13:58:00Z,Registered,NA,1986,Male
9,48,Directed,605744,NA,4,1894,2012-08-17T12:23:00Z,T01369,2012-08-17T12:54:00Z,Casual,NA,NA,NA
9,50,Directed,553903,NA,55,1116,2011-08-31T17:43:00Z,B00509,2011-08-31T18:02:00Z,Registered,01719,1955,Male
9,54,Directed,609845,NA,90,1129,2012-08-15T22:40:00Z,B00598,2012-08-15T22:58:00Z,Registered,NA,1989,Female
