Source,Target,Type,Id,Label,Weight,duration,start_date,bike_nr,end_date,subscription_type,zip_code,birth_date,gender
33,47,Directed,560419,NA,99,1225,2011-08-25T15:22:00Z,B00274,2011-08-25T15:42:00Z,Registered,02215,1965,Male
33,49,Directed,555328,NA,117,696,2011-08-30T18:35:00Z,B00350,2011-08-30T18:46:00Z,Registered,02215,1979,Male
33,48,Directed,575530,NA,108,2653,2011-08-13T19:17:00Z,B00371,2011-08-13T20:01:00Z,Casual,NA,NA,NA
33,50,Directed,558238,NA,167,628,2011-08-27T02:22:00Z,B00324,2011-08-27T02:33:00Z,Registered,02129,1979,Male
33,54,Directed,595780,NA,235,817,2012-08-21T01:15:00Z,T01192,2012-08-21T01:29:00Z,Registered,NA,1987,Female
33,59,Directed,606909,NA,47,1152,2012-08-16T22:40:00Z,B00351,2012-08-16T22:59:00Z,Registered,NA,1949,Male
33,60,Directed,597721,NA,417,842,2012-08-20T15:18:00Z,T01127,2012-08-20T15:32:00Z,Registered,NA,1988,Female
33,58,Directed,595275,NA,385,800,2012-08-21T12:19:00Z,B00171,2012-08-21T12:33:00Z,Registered,NA,1987,Female
33,65,Directed,641334,NA,21,1373,2012-08-03T22:25:00Z,B00311,2012-08-03T22:48:00Z,Registered,NA,1962,Male
33,81,Directed,604189,NA,22,907,2012-08-17T21:05:00Z,T01131,2012-08-17T21:20:00Z,Registered,NA,1992,Female
33,94,Directed,1038675,NA,2,1179,2012-09-14T01:54:00Z,T01328,2012-09-14T02:14:00Z,Casual,NA,NA,NA
33,98,Directed,1021027,NA,1,1343,2012-09-19T21:17:00Z,T01442,2012-09-19T21:39:00Z,Registered,NA,1976,Male
33,69,Directed,593653,NA,52,770,2012-08-21T21:09:00Z,B00098,2012-08-21T21:22:00Z,Registered,NA,1984,Male
33,82,Directed,611628,NA,16,914,2012-08-15T05:34:00Z,T01402,2012-08-15T05:49:00Z,Casual,NA,NA,NA
33,86,Directed,593773,NA,25,899,2012-08-21T20:53:00Z,B00398,2012-08-21T21:08:00Z,Casual,NA,NA,NA
33,90,Directed,1029955,NA,1,1556,2012-09-16T20:29:00Z,T01448,2012-09-16T20:55:00Z,Casual,NA,NA,NA
33,91,Directed,998453,NA,10,910,2012-09-27T04:09:00Z,B00009,2012-09-27T04:24:00Z,Registered,NA,1985,Female
33,72,Directed,598596,NA,21,1013,2012-08-20T03:09:00Z,B00214,2012-08-20T03:26:00Z,Casual,NA,NA,NA
33,80,Directed,592470,NA,68,715,2012-08-22T03:04:00Z,T01089,2012-08-22T03:16:00Z,Casual,NA,NA,NA
33,67,Directed,593077,NA,217,560,2012-08-21T22:52:00Z,T01079,2012-08-21T23:02:00Z,Casual,NA,NA,NA
33,95,Directed,1007790,NA,3,719,2012-09-24T04:35:00Z,B00045,2012-09-24T04:47:00Z,Registered,NA,1985,Male
33,75,Directed,593435,NA,44,852,2012-08-21T21:46:00Z,B00596,2012-08-21T22:00:00Z,Casual,NA,NA,NA
33,88,Directed,995119,NA,8,1286,2012-09-28T03:03:00Z,B00019,2012-09-28T03:25:00Z,Registered,NA,1990,Male
33,68,Directed,595879,NA,22,1021,2012-08-21T00:21:00Z,B00559,2012-08-21T00:38:00Z,Registered,NA,1979,Female
33,76,Directed,609277,NA,20,772,2012-08-16T03:13:00Z,B00625,2012-08-16T03:26:00Z,Casual,NA,NA,NA
33,96,Directed,1012850,NA,3,1275,2012-09-22T16:04:00Z,B00587,2012-09-22T16:26:00Z,Casual,NA,NA,NA
33,97,Directed,993122,NA,12,986,2012-09-29T19:38:00Z,B00551,2012-09-29T19:55:00Z,Casual,NA,NA,NA
33,70,Directed,596427,NA,48,1163,2012-08-20T22:02:00Z,T01150,2012-08-20T22:21:00Z,Registered,NA,1974,Male
33,73,Directed,593462,NA,17,1032,2012-08-21T21:40:00Z,B00250,2012-08-21T21:57:00Z,Casual,NA,NA,NA
33,74,Directed,597054,NA,68,1096,2012-08-20T20:09:00Z,B00294,2012-08-20T20:28:00Z,Casual,NA,NA,NA
33,84,Directed,598181,NA,32,990,2012-08-20T12:23:00Z,T01155,2012-08-20T12:39:00Z,Registered,NA,1986,Male
33,89,Directed,989488,NA,11,1205,2012-10-01T19:34:00Z,B00417,2012-10-01T19:54:00Z,Registered,NA,1987,Female
33,77,Directed,592516,NA,3,1729,2012-08-22T02:17:00Z,B00028,2012-08-22T02:45:00Z,Registered,NA,1959,Male
33,78,Directed,609357,NA,9,1233,2012-08-16T01:34:00Z,B00433,2012-08-16T01:54:00Z,Casual,NA,NA,NA
33,79,Directed,611650,NA,9,983,2012-08-15T04:12:00Z,B00123,2012-08-15T04:28:00Z,Casual,NA,NA,NA
33,71,Directed,592482,NA,4,1085,2012-08-22T02:47:00Z,B00425,2012-08-22T03:05:00Z,Casual,NA,NA,NA
45,7,Directed,707863,NA,7,2567,2012-07-05T17:01:00Z,B00401,2012-07-05T17:44:00Z,Registered,NA,1985,Male
45,8,Directed,554661,NA,57,1371,2011-08-31T00:20:00Z,B00454,2011-08-31T00:43:00Z,Casual,NA,NA,NA
45,9,Directed,568446,NA,116,1004,2011-08-20T02:08:00Z,B00504,2011-08-20T02:25:00Z,Registered,02215,1990,Female
45,10,Directed,559494,NA,97,471,2011-08-26T12:30:00Z,B00288,2011-08-26T12:38:00Z,Registered,02116,1974,Male
45,11,Directed,553332,NA,362,441,2011-08-31T22:48:00Z,B00150,2011-08-31T22:56:00Z,Casual,NA,NA,NA
45,15,Directed,572546,NA,58,1063,2011-08-17T01:37:00Z,B00133,2011-08-17T01:54:00Z,Registered,02138,1980,Male
45,17,Directed,576969,NA,25,1619,2011-08-12T21:05:00Z,B00382,2011-08-12T21:32:00Z,Registered,02461,1966,Male
45,18,Directed,574226,NA,25,1430,2011-08-14T18:14:00Z,B00076,2011-08-14T18:37:00Z,Casual,NA,NA,NA
45,19,Directed,602136,NA,23,271,2012-08-18T20:23:00Z,B00407,2012-08-18T20:28:00Z,Registered,NA,1984,Male
45,25,Directed,554504,NA,165,997,2011-08-31T03:23:00Z,B00255,2011-08-31T03:40:00Z,Registered,02118,1974,Male
45,22,Directed,554536,NA,166,1188,2011-08-31T02:35:00Z,B00102,2011-08-31T02:55:00Z,Casual,NA,NA,NA
45,29,Directed,684927,NA,14,1079,2012-07-15T13:08:00Z,B00495,2012-07-15T13:26:00Z,Casual,NA,NA,NA
45,41,Directed,554733,NA,99,613,2011-08-30T23:27:00Z,B00329,2011-08-30T23:37:00Z,Casual,NA,NA,NA
45,66,Directed,609660,NA,6,1747,2012-08-15T23:24:00Z,T01334,2012-08-15T23:53:00Z,Registered,NA,1994,Male
45,52,Directed,553660,NA,297,444,2011-08-31T20:48:00Z,B00389,2011-08-31T20:55:00Z,Registered,02120,1987,Male
45,12,Directed,553119,NA,132,509,2011-09-01T02:35:00Z,B00253,2011-09-01T02:44:00Z,Registered,02090,1982,Male
45,14,Directed,553125,NA,263,353,2011-09-01T02:32:00Z,B00325,2011-09-01T02:38:00Z,Registered,02115,1976,Male
45,20,Directed,557982,NA,66,13583,2011-08-27T12:35:00Z,B00240,2011-08-27T16:22:00Z,Casual,NA,NA,NA
45,46,Directed,554102,NA,244,16546,2011-08-31T14:18:00Z,B00201,2011-08-31T18:54:00Z,Casual,NA,NA,NA
45,3,Directed,556328,NA,94,316,2011-08-29T22:18:00Z,B00085,2011-08-29T22:23:00Z,Registered,02472,1978,Male
45,24,Directed,558212,NA,40,1117,2011-08-27T02:43:00Z,B00116,2011-08-27T03:01:00Z,Casual,NA,NA,NA
45,23,Directed,553081,NA,80,1747,2011-09-01T03:09:00Z,B00190,2011-09-01T03:38:00Z,Casual,NA,NA,NA
45,34,Directed,553442,NA,40,1858,2011-08-31T22:01:00Z,B00021,2011-08-31T22:32:00Z,Casual,NA,NA,NA
45,33,Directed,553277,NA,245,726,2011-08-31T23:25:00Z,B00423,2011-08-31T23:37:00Z,Registered,02115,NA,Male
45,45,Directed,553818,NA,516,877,2011-08-31T19:07:00Z,B00152,2011-08-31T19:22:00Z,Casual,NA,NA,NA
45,5,Directed,553870,NA,282,1051,2011-08-31T18:17:00Z,B00534,2011-08-31T18:34:00Z,Registered,02052,1967,Male
45,30,Directed,556156,NA,245,427,2011-08-29T23:51:00Z,B00379,2011-08-29T23:58:00Z,Registered,02215,1982,Male
45,31,Directed,585948,NA,16,1213,2011-08-05T12:36:00Z,B00012,2011-08-05T12:57:00Z,Registered,02215,1984,Male
45,32,Directed,553183,NA,296,289,2011-09-01T00:58:00Z,B00507,2011-09-01T01:02:00Z,Registered,02215,1989,Male
45,53,Directed,553683,NA,160,4023,2011-08-31T20:38:00Z,B00049,2011-08-31T21:45:00Z,Casual,NA,NA,NA
45,56,Directed,558371,NA,41,320,2011-08-27T00:00:00Z,B00240,2011-08-27T00:06:00Z,Casual,NA,NA,NA
45,55,Directed,553148,NA,563,208,2011-09-01T01:59:00Z,B00222,2011-09-01T02:02:00Z,Registered,02120,1990,Female
45,62,Directed,594099,NA,119,496,2012-08-21T19:29:00Z,T01249,2012-08-21T19:38:00Z,Registered,NA,1960,Male
45,4,Directed,598829,NA,86,1158,2012-08-19T23:59:00Z,B00449,2012-08-20T00:19:00Z,Casual,NA,NA,NA
45,27,Directed,553129,NA,99,507,2011-09-01T02:31:00Z,B00388,2011-09-01T02:40:00Z,Registered,02186,1953,Male
45,13,Directed,555677,NA,113,709,2011-08-30T13:19:00Z,B00111,2011-08-30T13:30:00Z,Casual,NA,NA,NA
45,16,Directed,553110,NA,247,957,2011-09-01T02:41:00Z,B00163,2011-09-01T02:57:00Z,Registered,02116,1947,Male
45,57,Directed,556263,NA,126,682,2011-08-29T22:45:00Z,B00329,2011-08-29T22:56:00Z,Registered,02215,1971,Male
45,51,Directed,611640,NA,16,981,2012-08-15T04:45:00Z,B00552,2012-08-15T05:01:00Z,Registered,NA,1968,Male
45,39,Directed,553127,NA,169,818,2011-09-01T02:32:00Z,B00054,2011-09-01T02:45:00Z,Registered,02118,1974,Male
45,21,Directed,553134,NA,422,606,2011-09-01T02:29:00Z,B00240,2011-09-01T02:39:00Z,Casual,NA,NA,NA
45,61,Directed,593839,NA,249,455,2012-08-21T20:41:00Z,B00177,2012-08-21T20:48:00Z,Casual,NA,NA,NA
45,63,Directed,608531,NA,26,1970,2012-08-16T14:08:00Z,B00023,2012-08-16T14:41:00Z,Registered,NA,1978,Female
45,64,Directed,678924,NA,21,1062,2012-07-18T02:37:00Z,B00319,2012-07-18T02:55:00Z,Casual,NA,NA,NA
45,85,Directed,1071223,NA,3,1511,2012-09-02T17:50:00Z,B00453,2012-09-02T18:15:00Z,Casual,NA,NA,NA
45,6,Directed,555136,NA,67,1345,2011-08-30T20:47:00Z,B00539,2011-08-30T21:09:00Z,Casual,NA,NA,NA
45,37,Directed,558284,NA,6,1777,2011-08-27T01:50:00Z,B00394,2011-08-27T02:20:00Z,Casual,NA,NA,NA
45,26,Directed,558222,NA,72,878,2011-08-27T02:30:00Z,B00299,2011-08-27T02:45:00Z,Casual,NA,NA,NA
45,38,Directed,554680,NA,170,1807,2011-08-31T00:12:00Z,B00282,2011-08-31T00:42:00Z,Casual,NA,NA,NA
45,35,Directed,553775,NA,205,1006,2011-08-31T19:38:00Z,B00079,2011-08-31T19:55:00Z,Registered,02115,1981,Male
45,36,Directed,553108,NA,548,765,2011-09-01T02:42:00Z,B00040,2011-09-01T02:55:00Z,Registered,02127,1977,Female
45,40,Directed,575059,NA,24,1195,2011-08-13T23:07:00Z,B00251,2011-08-13T23:27:00Z,Casual,NA,NA,NA
45,42,Directed,556930,NA,211,719,2011-08-29T17:33:00Z,B00317,2011-08-29T17:45:00Z,Casual,NA,NA,NA
45,43,Directed,561869,NA,23,1176,2011-08-24T16:31:00Z,B00446,2011-08-24T16:51:00Z,Registered,02110,1961,Male
45,44,Directed,554503,NA,67,1219,2011-08-31T03:24:00Z,B00392,2011-08-31T03:44:00Z,Registered,02108,1963,Male
45,47,Directed,554403,NA,85,1236,2011-08-31T11:18:00Z,B00342,2011-08-31T11:39:00Z,Registered,02215,1970,Female
45,49,Directed,554329,NA,193,798,2011-08-31T12:01:00Z,B00406,2011-08-31T12:14:00Z,Casual,NA,NA,NA
45,48,Directed,553234,NA,88,1864,2011-08-31T23:59:00Z,B00292,2011-09-01T00:30:00Z,Casual,NA,NA,NA
45,50,Directed,554091,NA,162,733,2011-08-31T14:31:00Z,B00495,2011-08-31T14:43:00Z,Registered,02215,1983,Female
45,54,Directed,595027,NA,215,700,2012-08-21T13:14:00Z,T01067,2012-08-21T13:26:00Z,Registered,NA,1982,Male
45,59,Directed,598530,NA,21,1144,2012-08-20T09:51:00Z,B00023,2012-08-20T10:10:00Z,Casual,NA,NA,NA
45,60,Directed,592715,NA,115,887,2012-08-22T00:42:00Z,B00404,2012-08-22T00:56:00Z,Registered,NA,1953,Male
45,58,Directed,619911,NA,79,961,2012-08-12T14:29:00Z,B00317,2012-08-12T14:45:00Z,Casual,NA,NA,NA
45,65,Directed,592555,NA,26,1759,2012-08-22T01:51:00Z,B00117,2012-08-22T02:20:00Z,Registered,NA,1977,Male
45,81,Directed,604281,NA,22,890,2012-08-17T20:50:00Z,B00161,2012-08-17T21:05:00Z,Registered,NA,1980,Male
45,69,Directed,592797,NA,44,579,2012-08-22T00:07:00Z,B00536,2012-08-22T00:17:00Z,Registered,NA,1986,Male
45,82,Directed,593160,NA,25,694,2012-08-21T22:36:00Z,B00074,2012-08-21T22:48:00Z,Registered,NA,1977,Male
45,86,Directed,593774,NA,33,1703,2012-08-21T20:52:00Z,T01135,2012-08-21T21:21:00Z,Registered,NA,1970,Male
45,90,Directed,1010664,NA,3,1016,2012-09-23T03:06:00Z,B00223,2012-09-23T03:23:00Z,Casual,NA,NA,NA
45,91,Directed,991262,NA,3,1239,2012-09-30T23:09:00Z,T01036,2012-09-30T23:29:00Z,Registered,NA,1985,Male
45,72,Directed,994570,NA,9,884,2012-09-28T16:39:00Z,B00065,2012-09-28T16:54:00Z,Registered,NA,1987,Male
45,80,Directed,598134,NA,22,712,2012-08-20T12:30:00Z,B00616,2012-08-20T12:42:00Z,Registered,NA,1980,Male
45,67,Directed,605609,NA,22,577,2012-08-17T12:50:00Z,T01342,2012-08-17T13:00:00Z,Registered,NA,1982,Male
45,95,Directed,1010650,NA,1,1370,2012-09-23T03:24:00Z,T01102,2012-09-23T03:47:00Z,Registered,NA,1987,Male
45,75,Directed,592525,NA,19,653,2012-08-22T02:09:00Z,B00603,2012-08-22T02:19:00Z,Registered,NA,1985,Male
45,88,Directed,1018818,NA,1,2424,2012-09-20T15:30:00Z,T01235,2012-09-20T16:10:00Z,Registered,NA,1977,Male
45,68,Directed,596088,NA,17,641,2012-08-20T23:12:00Z,T01021,2012-08-20T23:22:00Z,Registered,NA,1978,Male
45,76,Directed,592834,NA,14,946,2012-08-21T23:55:00Z,T01330,2012-08-22T00:11:00Z,Registered,NA,1978,Female
45,87,Directed,998875,NA,3,1016,2012-09-26T23:28:00Z,T01011,2012-09-26T23:45:00Z,Registered,NA,1980,Male
45,97,Directed,1008968,NA,3,1295,2012-09-23T19:33:00Z,T01399,2012-09-23T19:55:00Z,Casual,NA,NA,NA
45,70,Directed,1000853,NA,8,1205,2012-09-26T13:05:00Z,B00071,2012-09-26T13:25:00Z,Registered,NA,1983,Male
45,73,Directed,630939,NA,5,1144,2012-08-07T23:47:00Z,T01440,2012-08-08T00:06:00Z,Registered,NA,1985,Male
45,74,Directed,592559,NA,23,1167,2012-08-22T01:49:00Z,T01211,2012-08-22T02:09:00Z,Registered,NA,1980,Male
45,84,Directed,1014657,NA,8,1793,2012-09-21T20:54:00Z,B00038,2012-09-21T21:24:00Z,Casual,NA,NA,NA
45,78,Directed,614936,NA,5,1812,2012-08-14T02:11:00Z,B00625,2012-08-14T02:42:00Z,Registered,NA,1986,Male
45,79,Directed,609312,NA,1,1060,2012-08-16T02:00:00Z,B00443,2012-08-16T02:18:00Z,Casual,NA,NA,NA
45,71,Directed,1090325,NA,2,3556,2012-08-26T20:59:00Z,T01106,2012-08-26T21:58:00Z,Casual,NA,NA,NA
5,7,Directed,799936,NA,6,2233,2012-05-19T18:46:00Z,B00409,2012-05-19T19:23:00Z,Casual,NA,NA,NA
5,8,Directed,581876,NA,40,1317,2011-08-08T19:35:00Z,B00028,2011-08-08T19:57:00Z,Casual,NA,NA,NA
5,9,Directed,557132,NA,46,1052,2011-08-29T14:38:00Z,B00406,2011-08-29T14:56:00Z,Registered,02115,1986,Male
5,10,Directed,570804,NA,91,472,2011-08-18T12:18:00Z,B00583,2011-08-18T12:26:00Z,Registered,02115,1986,Male
5,11,Directed,555690,NA,72,722,2011-08-30T13:09:00Z,B00398,2011-08-30T13:21:00Z,Registered,02115,1990,Male
5,15,Directed,566986,NA,16,1676,2011-08-20T23:57:00Z,B00501,2011-08-21T00:25:00Z,Registered,02143,1985,Male
5,17,Directed,592990,NA,22,1339,2012-08-21T23:10:00Z,T01182,2012-08-21T23:32:00Z,Registered,NA,1980,Male
5,18,Directed,637230,NA,12,1709,2012-08-05T18:34:00Z,B00116,2012-08-05T19:03:00Z,Casual,NA,NA,NA
5,19,Directed,609436,NA,16,564,2012-08-16T00:44:00Z,T01094,2012-08-16T00:54:00Z,Casual,NA,NA,NA
5,25,Directed,579394,NA,34,406,2011-08-11T02:32:00Z,? (0xA533D104),2011-08-11T02:39:00Z,Registered,02118,1985,Male
5,22,Directed,554569,NA,66,1464,2011-08-31T01:58:00Z,B00326,2011-08-31T02:22:00Z,Registered,02125,1983,Male
5,29,Directed,630495,NA,5,2314,2012-08-08T09:44:00Z,T01045,2012-08-08T10:23:00Z,Casual,NA,NA,NA
5,41,Directed,567253,NA,93,1884,2011-08-20T21:57:00Z,B00488,2011-08-20T22:28:00Z,Casual,NA,NA,NA
5,66,Directed,611030,NA,15,1040,2012-08-15T16:50:00Z,T01329,2012-08-15T17:08:00Z,Registered,NA,1987,Male
5,52,Directed,553616,NA,184,2169,2011-08-31T21:05:00Z,B00188,2011-08-31T21:41:00Z,Casual,NA,NA,NA
5,12,Directed,560983,NA,90,714,2011-08-24T23:58:00Z,B00107,2011-08-25T00:10:00Z,Casual,NA,NA,NA
5,14,Directed,555248,NA,116,515,2011-08-30T19:46:00Z,B00162,2011-08-30T19:55:00Z,Registered,02215,1980,Male
5,20,Directed,671258,NA,13,1641,2012-07-21T17:09:00Z,B00532,2012-07-21T17:37:00Z,Casual,NA,NA,NA
5,46,Directed,560141,NA,215,373,2011-08-25T19:29:00Z,B00169,2011-08-25T19:36:00Z,Registered,02115,1987,Male
5,3,Directed,555936,NA,147,378,2011-08-30T10:46:00Z,B00402,2011-08-30T10:52:00Z,Registered,02115,1985,Male
5,24,Directed,785751,NA,4,1337,2012-05-27T10:08:00Z,B00327,2012-05-27T10:30:00Z,Casual,NA,NA,NA
5,23,Directed,586445,NA,37,1376,2011-08-04T22:46:00Z,B00116,2011-08-04T23:09:00Z,Casual,NA,NA,NA
5,34,Directed,556739,NA,129,422,2011-08-29T19:35:00Z,B00475,2011-08-29T19:42:00Z,Registered,02143,1969,Male
5,33,Directed,554885,NA,162,661,2011-08-30T22:14:00Z,B00154,2011-08-30T22:25:00Z,Registered,02461,1966,Male
5,45,Directed,553823,NA,389,277,2011-08-31T19:01:00Z,B00374,2011-08-31T19:06:00Z,Registered,02115,1981,Male
5,5,Directed,553801,NA,382,6141,2011-08-31T19:18:00Z,B00534,2011-08-31T21:00:00Z,Casual,NA,NA,NA
5,30,Directed,554170,NA,190,1238,2011-08-31T13:10:00Z,B00025,2011-08-31T13:30:00Z,Registered,02115,1990,Male
5,31,Directed,566176,NA,4,1914,2011-08-21T17:36:00Z,B00442,2011-08-21T18:08:00Z,Registered,02115,1973,Female
5,32,Directed,553968,NA,333,531,2011-08-31T16:40:00Z,B00248,2011-08-31T16:49:00Z,Registered,02215,1982,Female
5,53,Directed,566491,NA,172,13711,2011-08-21T14:38:00Z,B00322,2011-08-21T18:27:00Z,Casual,NA,NA,NA
5,56,Directed,553163,NA,38,645,2011-09-01T01:27:00Z,B00394,2011-09-01T01:38:00Z,Registered,02215,1959,Male
5,55,Directed,559282,NA,312,396,2011-08-26T15:26:00Z,B00490,2011-08-26T15:32:00Z,Casual,NA,NA,NA
5,62,Directed,596244,NA,34,578,2012-08-20T22:37:00Z,B00468,2012-08-20T22:46:00Z,Registered,NA,1957,Male
5,4,Directed,553249,NA,53,1302,2011-08-31T23:46:00Z,B00474,2011-09-01T00:08:00Z,Casual,NA,NA,NA
5,27,Directed,562335,NA,62,591,2011-08-24T05:40:00Z,B00234,2011-08-24T05:49:00Z,Registered,02215,1987,Male
5,13,Directed,555938,NA,20,475,2011-08-30T10:44:00Z,B00173,2011-08-30T10:52:00Z,Registered,02215,1990,Male
5,16,Directed,553251,NA,59,1787,2011-08-31T23:47:00Z,B00439,2011-09-01T00:17:00Z,Casual,NA,NA,NA
5,57,Directed,598768,NA,71,253,2012-08-20T00:25:00Z,B00309,2012-08-20T00:30:00Z,Registered,NA,1989,Male
5,51,Directed,660681,NA,32,504,2012-07-26T00:19:00Z,B00204,2012-07-26T00:27:00Z,Registered,NA,1984,Male
5,39,Directed,553159,NA,35,397,2011-09-01T01:35:00Z,B00534,2011-09-01T01:41:00Z,Registered,02118,1984,Male
5,21,Directed,558904,NA,176,328,2011-08-26T19:28:00Z,B00045,2011-08-26T19:33:00Z,Registered,02115,1986,Male
5,61,Directed,592983,NA,133,287,2012-08-21T23:12:00Z,B00068,2012-08-21T23:17:00Z,Registered,NA,1994,Male
5,63,Directed,688794,NA,2,909,2012-07-13T15:48:00Z,B00204,2012-07-13T16:04:00Z,Registered,NA,1990,Female
5,64,Directed,680742,NA,2,1332,2012-07-17T12:13:00Z,B00545,2012-07-17T12:35:00Z,Casual,NA,NA,NA
5,6,Directed,567741,NA,13,13907,2011-08-20T18:20:00Z,B00202,2011-08-20T22:12:00Z,Casual,NA,NA,NA
5,37,Directed,715794,NA,6,1728,2012-07-02T13:31:00Z,B00387,2012-07-02T14:00:00Z,Registered,NA,1989,Female
5,26,Directed,554847,NA,24,428,2011-08-30T22:30:00Z,B00314,2011-08-30T22:37:00Z,Registered,02118,1984,Male
5,38,Directed,616296,NA,19,1362,2012-08-13T19:59:00Z,B00367,2012-08-13T20:22:00Z,Registered,NA,1983,Female
5,35,Directed,605426,NA,16,657,2012-08-17T13:49:00Z,T01406,2012-08-17T14:00:00Z,Registered,NA,1986,Male
5,36,Directed,559855,NA,192,665,2011-08-25T22:24:00Z,B00167,2011-08-25T22:36:00Z,Registered,02115,1986,Male
5,40,Directed,592227,NA,17,1429,2011-07-28T21:16:00Z,B00312,2011-07-28T21:40:00Z,Casual,NA,NA,NA
5,42,Directed,554914,NA,75,681,2011-08-30T22:04:00Z,B00352,2011-08-30T22:16:00Z,Casual,NA,NA,NA
5,43,Directed,558790,NA,5,1804,2011-08-26T20:27:00Z,B00403,2011-08-26T20:57:00Z,Casual,NA,NA,NA
5,44,Directed,575365,NA,15,2926,2011-08-13T20:27:00Z,B00554,2011-08-13T21:16:00Z,Casual,NA,NA,NA
5,47,Directed,586375,NA,6,1699,2011-08-04T23:34:00Z,B00359,2011-08-05T00:03:00Z,Casual,NA,NA,NA
5,49,Directed,569895,NA,52,939,2011-08-18T22:27:00Z,B00415,2011-08-18T22:43:00Z,Registered,02115,1984,Female
5,48,Directed,676221,NA,7,1413,2012-07-19T16:51:00Z,B00023,2012-07-19T17:14:00Z,Registered,NA,1957,Male
5,50,Directed,553642,NA,48,536,2011-08-31T20:55:00Z,B00363,2011-08-31T21:04:00Z,Casual,NA,NA,NA
5,54,Directed,634737,NA,42,1555,2012-08-06T20:58:00Z,B00424,2012-08-06T21:24:00Z,Casual,NA,NA,NA
5,59,Directed,602652,NA,20,1013,2012-08-18T17:05:00Z,B00522,2012-08-18T17:22:00Z,Casual,NA,NA,NA
5,60,Directed,604742,NA,43,856,2012-08-17T18:36:00Z,B00280,2012-08-17T18:51:00Z,Registered,NA,1985,Male
5,58,Directed,599838,NA,35,1174,2012-08-19T19:19:00Z,B00250,2012-08-19T19:38:00Z,Casual,NA,NA,NA
5,65,Directed,760303,NA,1,981,2012-06-10T08:43:00Z,B00302,2012-06-10T08:59:00Z,Casual,NA,NA,NA
5,81,Directed,619071,NA,11,713,2012-08-12T18:42:00Z,B00616,2012-08-12T18:54:00Z,Casual,NA,NA,NA
5,69,Directed,601462,NA,18,986,2012-08-19T01:35:00Z,T01306,2012-08-19T01:52:00Z,Registered,NA,1987,Male
5,82,Directed,618588,NA,3,923,2012-08-12T20:53:00Z,B00347,2012-08-12T21:08:00Z,Registered,NA,1962,Male
5,86,Directed,1006166,NA,10,1008,2012-09-24T20:01:00Z,B00272,2012-09-24T20:18:00Z,Registered,NA,1957,Male
5,72,Directed,994347,NA,4,822,2012-09-28T20:44:00Z,T01345,2012-09-28T20:58:00Z,Casual,NA,NA,NA
5,80,Directed,597208,NA,10,1207,2012-08-20T19:18:00Z,B00588,2012-08-20T19:39:00Z,Casual,NA,NA,NA
5,67,Directed,607205,NA,9,729,2012-08-16T21:44:00Z,B00189,2012-08-16T21:57:00Z,Casual,NA,NA,NA
5,75,Directed,596087,NA,25,654,2012-08-20T23:12:00Z,B00590,2012-08-20T23:23:00Z,Registered,NA,1982,Male
5,88,Directed,1072625,NA,1,1117,2012-09-02T00:29:00Z,B00452,2012-09-02T00:47:00Z,Registered,NA,1984,Male
5,68,Directed,634487,NA,10,909,2012-08-06T21:32:00Z,B00345,2012-08-06T21:47:00Z,Registered,NA,1984,Male
5,76,Directed,992909,NA,8,1262,2012-09-29T21:03:00Z,T01037,2012-09-29T21:24:00Z,Registered,NA,1961,Male
5,70,Directed,1046744,NA,1,1344,2012-09-11T21:04:00Z,T01182,2012-09-11T21:26:00Z,Casual,NA,NA,NA
5,73,Directed,1006672,NA,3,1357,2012-09-24T16:28:00Z,B00556,2012-09-24T16:50:00Z,Registered,NA,1991,Female
5,74,Directed,630745,NA,6,1103,2012-08-08T01:15:00Z,B00565,2012-08-08T01:34:00Z,Registered,NA,1987,Male
5,84,Directed,994388,NA,14,1124,2012-09-28T20:14:00Z,B00300,2012-09-28T20:33:00Z,Casual,NA,NA,NA
5,89,Directed,995743,NA,1,1352,2012-09-27T22:30:00Z,B00149,2012-09-27T22:53:00Z,Casual,NA,NA,NA
5,78,Directed,994329,NA,1,1113,2012-09-28T20:54:00Z,T01369,2012-09-28T21:13:00Z,Casual,NA,NA,NA
5,79,Directed,1043409,NA,2,1184,2012-09-12T20:48:00Z,T01443,2012-09-12T21:07:00Z,Registered,NA,1985,Male
30,7,Directed,798622,NA,1,1569,2012-05-20T12:22:00Z,B00514,2012-05-20T12:48:00Z,Casual,NA,NA,NA
30,8,Directed,553704,NA,41,1046,2011-08-31T20:27:00Z,B00015,2011-08-31T20:45:00Z,Registered,02138,1987,Male
30,9,Directed,581356,NA,123,730,2011-08-09T07:48:00Z,B00152,2011-08-09T08:00:00Z,Casual,NA,NA,NA
30,10,Directed,565073,NA,41,797,2011-08-22T13:18:00Z,B00240,2011-08-22T13:31:00Z,Registered,02120,1981,Male
30,11,Directed,557014,NA,73,245,2011-08-29T16:24:00Z,B00297,2011-08-29T16:28:00Z,Registered,02155,1956,Male
30,15,Directed,651592,NA,11,1711,2012-07-30T19:55:00Z,B00070,2012-07-30T20:24:00Z,Casual,NA,NA,NA
30,17,Directed,574191,NA,14,2155,2011-08-14T18:35:00Z,B00547,2011-08-14T19:11:00Z,Casual,NA,NA,NA
30,18,Directed,553358,NA,14,1799,2011-08-31T22:39:00Z,B00209,2011-08-31T23:09:00Z,Registered,02134,1985,Male
